barcode,hit count,enterobase serotype,enterobase species,mash species,1436893830000|3159571,1436893909000|3159808,2873786891000|3159389,2873787160000|3160196,4310679577000|3158082,4310679772000|3158667,4310679831000|3158844,4310680254000|3160113,4310680315000|3160296,4310680399000|3160548
ESC_HA8261AA_AS,9,O126,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_HA8411AA_AS,10,O161:H19,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA0747AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_GA6575AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA0462AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA3607AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA5668AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_FA7354AA_AS,0,Flexneri2,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_PA0474AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_CA0305AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA3874AA_AS,9,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,0
ESC_NA2947AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA5201AA_AS,0,,Shigella boydii,,0,0,0,0,0,0,0,0,0,0
ESC_LA1687AA_AS,0,,Shigella dysenteriae,,0,0,0,0,0,0,0,0,0,0
ESC_BA2985AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_MA7335AA_AS,8,,Escherichia coli,,1,1,0,1,1,1,1,1,1,0
ESC_PA0143AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA1851AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA1829AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA7582AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA8264AA_AS,1,O29,Escherichia coli,Escherichia coli,0,0,0,0,0,0,0,0,1,0
ESC_LA0693AA_AS,9,,Escherichia coli,,1,1,1,1,1,1,1,1,1,0
ESC_JA5425AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA0185AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA0081AA_AS,9,Escherichia Coli,,,1,1,1,1,0,1,1,1,1,1
ESC_NA8789AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_FA8457AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA4131AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_IA3386AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA2761AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA1033AA_AS,10,H52,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA8710AA_AS,9,O49,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_BA1631AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA9084AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_JA4369AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA5343AA_AS,0,Shigella Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_LA5519AA_AS,10,O157:H7,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA4946AA_AS,0,Shigella Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_KA3199AA_AS,0,Shigella Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_BA2606AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA2799AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA2356AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA4167AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_HA8945AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA3153AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA1470AA_AS,10,O26:H11,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA4026AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA7581AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA1473AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_GA1390AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA9992AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA5528AA_AS,0,Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_CA4499AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_FA7794AA_AS,8,,Escherichia coli,,1,1,1,0,0,1,1,1,1,1
ESC_LA5005AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA9352AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_CA1713AA_AS,0,,Shigella sp.,,0,0,0,0,0,0,0,0,0,0
ESC_HA4081AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA5182AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_CA5508AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_KA3815AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA3319AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA4756AA_AS,8,,Escherichia coli,,1,0,1,0,1,1,1,1,1,1
ESC_JA5275AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA9730AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA0665AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA1491AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3622AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA8296AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA7725AA_AS,9,O157,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_HA5290AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_LA4907AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA5613AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA2601AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA4473AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA9858AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA1279AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA1329AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_HA0913AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA4273AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_HA2054AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_GA5299AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_HA3211AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA9202AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA2332AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA1526AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_BA7293AA_AS,0,Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_BA4115AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_AA9750AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_FA7271AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA1939AA_AS,8,,Escherichia coli,,1,0,1,1,1,1,1,1,1,0
ESC_JA5270AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA6580AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_PA0800AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA2145AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA0275AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA2667AA_AS,10,O157,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA5100AA_AS,0,,Shigella dysenteriae,,0,0,0,0,0,0,0,0,0,0
ESC_GA3162AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA4247AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA5301AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA3541AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA9145AA_AS,7,O124,Escherichia coli,,1,0,1,0,1,1,1,1,1,0
ESC_GA4788AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA2818AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA1112AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA4267AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA7879AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA9066AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA3535AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA1954AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA0819AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA0745AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA5308AA_AS,7,,Escherichia coli,,0,1,0,1,0,1,1,1,1,1
ESC_GA7906AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_KA9934AA_AS,8,,Escherichia coli,,1,0,1,1,0,1,1,1,1,1
ESC_KA3287AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3966AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA9460AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA4809AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_JA7523AA_AS,9,Escherichia Coli,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_HA4336AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA1358AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA2845AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA7970AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA1037AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA0023AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA9243AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_CA4704AA_AS,0,Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_LA2905AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA0016AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_GA5786AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA8634AA_AS,10,O73:H10,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA1910AA_AS,6,,Escherichia coli,,0,1,0,1,1,1,1,0,0,1
ESC_HA4450AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA5457AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA2626AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA4868AA_AS,10,Escherichia Coli,,,1,1,1,1,1,1,1,1,1,1
ESC_BA7879AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_BA8445AA_AS,9,,Escherichia coli,,1,1,1,1,1,1,0,1,1,1
ESC_CA3953AA_AS,6,,Escherichia fergusonii,,1,0,1,0,0,1,1,1,1,0
ESC_GA3090AA_AS,10,O157:H7,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA1389AA_AS,10,O103,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA3127AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA8337AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_JA4888AA_AS,0,Shigella Flexneri,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_BA5332AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA7960AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA4126AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_LA4709AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_BA9470AA_AS,0,Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_IA4814AA_AS,9,,Escherichia coli,,1,1,1,0,1,1,1,1,1,1
ESC_CA0917AA_AS,0,Flexneri,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_KA6735AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA9449AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_OA1919AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA6321AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA2273AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA6383AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_MA9896AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA8220AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA1356AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA2262AA_AS,0,,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_GA0755AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA2793AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA0902AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA0217AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA7773AA_AS,10,O153:H11,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA7156AA_AS,0,Shigella Flexneri,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_HA4769AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA0781AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA6261AA_AS,0,,Shigella sp.,,0,0,0,0,0,0,0,0,0,0
ESC_JA4872AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA5606AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_GA0169AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA2394AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA9559AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA1777AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA1026AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_IA7153AA_AS,10,O103:H2,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA3629AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA1121AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA4081AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_IA3397AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA6137AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA1923AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA0714AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3086AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA2067AA_AS,10,,Shigella sonnei,,1,1,1,1,1,1,1,1,1,1
ESC_KA3523AA_AS,0,Shigella Boydii,Shigella boydii,,0,0,0,0,0,0,0,0,0,0
ESC_BA8372AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA5228AA_AS,0,Flexneri1,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_AA9419AA_AS,9,O26:H11,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_OA1573AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA0276AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA0868AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA9631AA_AS,10,,,,1,1,1,1,1,1,1,1,1,1
ESC_LA4390AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_LA2706AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA7317AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA3705AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA1382AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA2682AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA1476AA_AS,10,O103:H2,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA6861AA_AS,9,O7:H24,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_PA1653AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA1220AA_AS,10,O157:H7,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA8503AA_AS,10,O60,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA8592AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA1426AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA1349AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA7425AA_AS,10,O153:H10,,,1,1,1,1,1,1,1,1,1,1
ESC_BA9091AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_CA0327AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_HA9020AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA2166AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA2878AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA2184AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_KA6034AA_AS,10,O26:H11,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA1493AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA1931AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA7749AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA0362AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA5693AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3463AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA2877AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA9789AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA5570AA_AS,0,,Shigella boydii,,0,0,0,0,0,0,0,0,0,0
ESC_PA1317AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_OA4898AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA3490AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA9506AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA3000AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_NA7959AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA2426AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA2260AA_AS,4,,Escherichia coli,,0,1,0,1,0,1,0,0,0,1
ESC_MA0310AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA0288AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA5748AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_BA4543AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA8888AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA2832AA_AS,9,,Escherichia coli,,1,0,1,1,1,1,1,1,1,1
ESC_LA0026AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_HA8156AA_AS,10,O428,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3889AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA5279AA_AS,5,,Escherichia coli,,0,1,0,1,1,0,0,1,1,0
ESC_LA6181AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA1689AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA0725AA_AS,8,,Escherichia coli,,1,0,1,1,1,1,1,1,1,0
ESC_JA0170AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA2258AA_AS,10,O7:H-,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_LA0102AA_AS,3,,Escherichia coli,,0,1,0,1,1,0,0,0,0,0
ESC_NA3262AA_AS,10,O26,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA3849AA_AS,9,,Escherichia coli,,1,1,1,0,1,1,1,1,1,1
ESC_GA9164AA_AS,10,O146:H21,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA5761AA_AS,9,,Escherichia coli,,1,1,1,1,0,1,1,1,1,1
ESC_IA6068AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA1615AA_AS,0,,Shigella boydii,,0,0,0,0,0,0,0,0,0,0
ESC_IA7935AA_AS,8,,,,1,1,1,1,0,1,1,1,0,1
ESC_GA2952AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA9213AA_AS,10,O104,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA4406AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA7566AA_AS,9,,Escherichia coli,,1,1,1,0,1,1,1,1,1,1
ESC_KA3553AA_AS,0,Shigella Sonnei,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_NA7734AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA9812AA_AS,10,,,,1,1,1,1,1,1,1,1,1,1
ESC_JA4466AA_AS,10,Escherichia Coli,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_IA1383AA_AS,0,1B,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_BA8075AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA7791AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_IA0167AA_AS,10,O113:H5,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA9112AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA5799AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA7048AA_AS,8,,Escherichia coli,,1,1,1,1,1,0,0,1,1,1
ESC_HA6369AA_AS,0,,Escherichia coli,Shigella sonnei,0,0,0,0,0,0,0,0,0,0
ESC_LA4769AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_GA3480AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA5448AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_FA5526AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA0858AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_CA3958AA_AS,9,,Shigella boydii,,1,1,1,1,0,1,1,1,1,1
ESC_LA4802AA_AS,10,O157,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_HA8803AA_AS,10,O85:H16,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA2610AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_MA2615AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA5596AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_NA9271AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_BA0224AA_AS,0,Flexneri2,Shigella flexneri,,0,0,0,0,0,0,0,0,0,0
ESC_GA3560AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_JA0729AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
ESC_PA1316AA_AS,9,,Escherichia coli,,1,1,1,1,1,1,1,1,1,0
ESC_GA8360AA_AS,0,,Shigella sonnei,,0,0,0,0,0,0,0,0,0,0
ESC_MA3044AA_AS,10,,Escherichia coli,,1,1,1,1,1,1,1,1,1,1
